,genes
9625,RAI1
9626,RAI14
9627,RAI2
9628,RALA
9629,RALB
9630,RALBP1
9631,RALGAPA1
9632,RALGAPA2
9633,RALGAPB
9634,RALGDS
9635,RALGPS1
9636,RALGPS2
9637,RALY
9638,RALYL
9639,RAMP1
9640,RAMP2
9641,RAMP3
9642,RAN
9643,RANBP1
9644,RANBP10
9645,RANBP17
9646,RANBP3
9647,RANBP6
9648,RANBP9
9649,RANGAP1
9650,RANGRF
9651,RAP1A
9652,RAP1B
9653,RAP1GAP
9654,RAP1GAP2
9655,RAP1GDS1
9656,RAP2A
9657,RAP2B
9658,RAP2C
9659,RAPGEF1
9660,RAPGEF2
9661,RAPGEF3
9662,RAPGEF4
9663,RAPGEF5
9664,RAPGEF6
9665,RAPGEFL1
9666,RAPH1
9667,RAPSN
9668,RARA
9669,RARB
9670,RARG
9671,RARRES1
9672,RARRES2
9673,RARS2
9674,RASA1
9675,RASA2
9676,RASA3
9677,RASAL1
9678,RASAL2
9679,RASAL3
9680,RASD1
9681,RASD2
9682,RASEF
9683,RASGEF1A
9684,RASGEF1B
9685,RASGEF1C
9686,RASGRF1
9687,RASGRF2
9688,RASGRP1
9689,RASGRP2
9690,RASGRP3
9691,RASGRP4
9692,RASIP1
9693,RASL10A
9694,RASL11A
9695,RASL11B
9696,RASL12
9697,RASSF1
9698,RASSF2
9699,RASSF3
9700,RASSF4
9701,RASSF6
9702,RASSF7
9703,RASSF8
9704,RASSF9
9705,RAVER1
9706,RAVER2
9707,RAX
9708,RAX2
9709,RB1
9710,RB1CC1
9711,RBAK
9712,RBBP5
9713,RBBP6
9714,RBBP7
9715,RBBP8
9716,RBBP9
9717,RBCK1
9718,RBFOX1
9719,RBFOX2
9720,RBFOX3
9721,RBKS
9722,RBL1
9723,RBL2
9724,RBM10
9725,RBM11
9726,RBM12B
9727,RBM15
9728,RBM17
9729,RBM18
9730,RBM19
9731,RBM20
9732,RBM22
9733,RBM23
9734,RBM24
9735,RBM25
9736,RBM26
9737,RBM27
9738,RBM28
9739,RBM3
9740,RBM33
9741,RBM38
9742,RBM39
9743,RBM41
9744,RBM42
9745,RBM43
9746,RBM45
9747,RBM46
9748,RBM47
9749,RBM48
9750,RBM4B
9751,RBM5
9752,RBM6
9753,RBMS1
9754,RBMS2
9755,RBMS3
9756,RBMX
9757,RBMX2
9758,RBMXL2
9759,RBP1
9760,RBP2
9761,RBP4
9762,RBP5
9763,RBP7
9764,RBPJ
9765,RBPMS
9766,RBPMS2
9767,RBX1
9768,RC3H1
9769,RC3H2
9770,RCAN1
9771,RCAN2
9772,RCAN3
9773,RCBTB1
9774,RCBTB2
9775,RCC2
9776,RCCD1
9777,RCE1
9778,RCHY1
9779,RCL1
9780,RCN2
9781,RCN3
9782,RCOR1
9783,RCOR2
9784,RCOR3
9785,RCSD1
9786,RCVRN
9787,RD3
9788,RDH10
9789,RDH12
9790,RDH13
9791,RDH14
9792,RDH16
9793,RDH8
9794,RDX
9795,REC8
9796,RECK
9797,RECQL
9798,RECQL5
9799,REEP1
9800,REEP2
9801,REEP3
9802,REEP4
9803,REEP5
9804,REEP6
9805,REG1A
9806,REG1B
9807,REG3A
9808,REG3G
9809,REG4
9810,REL
9811,RELA
9812,RELB
9813,RELL1
9814,RELL2
9815,RELN
9816,RELT
9817,REM1
9818,REM2
9819,REN
9820,RENBP
9821,REPS1
9822,REPS2
9823,RER1
9824,RERE
9825,RERG
9826,RERGL
9827,REST
9828,RET
9829,RETN
9830,RETNLB
9831,RETSAT
9832,REV1
9833,REV3L
9834,REXO1
9835,REXO2
9836,REXO4
9837,RFC1
9838,RFC2
9839,RFC3
9840,RFC4
9841,RFC5
9842,RFESD
9843,RFFL
9844,RFK
9845,RFNG
9846,RFPL1
9847,RFPL2
9848,RFT1
9849,RFTN1
9850,RFTN2
9851,RFWD3
9852,RFX1
9853,RFX2
9854,RFX3
9855,RFX4
9856,RFX5
9857,RFX6
9858,RFX7
9859,RFXANK
9860,RFXAP
9861,RGCC
9862,RGL1
9863,RGL3
9864,RGL4
9865,RGMA
9866,RGMB
9867,RGN
9868,RGP1
9869,RGR
9870,RGS1
9871,RGS10
9872,RGS11
9873,RGS12
9874,RGS13
9875,RGS14
9876,RGS16
9877,RGS17
9878,RGS18
9879,RGS19
9880,RGS2
9881,RGS20
9882,RGS22
9883,RGS3
9884,RGS4
9885,RGS5
9886,RGS6
9887,RGS7
9888,RGS7BP
9889,RGS8
9890,RGS9
9891,RGS9BP
9892,RGSL1
9893,RHAG
9894,RHBDD1
9895,RHBDD2
9896,RHBDD3
9897,RHBDF1
9898,RHBDF2
9899,RHBDL2
9900,RHBDL3
9901,RHBG
9902,RHCE
9903,RHCG
9904,RHD
9905,RHEB
9906,RHEBL1
9907,RHO
9908,RHOA
9909,RHOB
9910,RHOBTB1
9911,RHOBTB2
9912,RHOBTB3
9913,RHOC
9914,RHOD
9915,RHOF
9916,RHOG
9917,RHOH
9918,RHOJ
9919,RHOQ
9920,RHOT1
9921,RHOU
9922,RHOV
9923,RHOXF1
9924,RHPN1
9925,RHPN2
9926,RIBC1
9927,RIBC2
9928,RIC3
9929,RIC8A
9930,RIC8B
9931,RICTOR
9932,RIF1
9933,RILP
9934,RILPL1
9935,RILPL2
9936,RIMBP2
9937,RIMKLA
9938,RIMKLB
9939,RIMS1
9940,RIMS3
9941,RIMS4
9942,RIN1
9943,RIN2
9944,RIN3
9945,RING1
9946,RINT1
9947,RIOK1
9948,RIOK2
9949,RIOK3
9950,RIPK1
9951,RIPK2
9952,RIPK3
9953,RIPPLY2
9954,RIT1
9955,RIT2
9956,RLBP1
9957,RLF
9958,RLIM
9959,RLN1
9960,RLN2
9961,RLN3
9962,RMI1
9963,RMI2
9964,RMND1
9965,RMND5A
9966,RMND5B
9967,RNASE1
9968,RNASE11
9969,RNASE2
9970,RNASE3
9971,RNASE6
9972,RNASE7
9973,RNASEH2A
9974,RNASEH2B
9975,RNASEH2C
9976,RNASEL
9977,RND1
9978,RND2
9979,RND3
9980,RNF10
9981,RNF11
9982,RNF111
9983,RNF112
9984,RNF113A
9985,RNF114
9986,RNF121
9987,RNF122
9988,RNF123
9989,RNF126
9990,RNF128
9991,RNF13
9992,RNF130
9993,RNF135
9994,RNF138
9995,RNF139
9996,RNF14
9997,RNF141
9998,RNF144A
9999,RNF144B
10000,RNF145
10001,RNF149
10002,RNF150
10003,RNF151
10004,RNF152
10005,RNF157
10006,RNF165
10007,RNF166
10008,RNF167
10009,RNF168
10010,RNF169
10011,RNF17
10012,RNF170
10013,RNF175
10014,RNF180
10015,RNF181
10016,RNF182
10017,RNF183
10018,RNF185
10019,RNF186
10020,RNF187
10021,RNF19A
10022,RNF19B
10023,RNF2
10024,RNF20
10025,RNF207
10026,RNF208
10027,RNF212
10028,RNF213
10029,RNF214
10030,RNF215
10031,RNF217
10032,RNF220
10033,RNF24
10034,RNF25
10035,RNF26
10036,RNF32
10037,RNF34
10038,RNF38
10039,RNF39
10040,RNF40
10041,RNF41
10042,RNF43
10043,RNF44
10044,RNF5
10045,RNF6
10046,RNF7
10047,RNF8
10048,RNFT1
10049,RNFT2
10050,RNGTT
10051,RNH1
10052,RNLS
10053,RNMT
10054,RNPC3
10055,RNPEP
10056,RNPEPL1
10057,RNPS1
10058,ROBO1
10059,ROBO2
10060,ROBO3
10061,ROBO4
10062,ROCK1
10063,ROCK2
10064,ROGDI
10065,ROM1
10066,ROMO1
10067,ROPN1
10068,ROPN1L
10069,ROR1
10070,ROR2
10071,RORA
10072,RORB
10073,RORC
10074,ROS1
10075,RP1
10076,RP1L1
10077,RP2
10078,RPA1
10079,RPA2
10080,RPA3
10081,RPAIN
10082,RPAP1
10083,RPAP2
10084,RPAP3
10085,RPE
10086,RPE65
10087,RPF1
10088,RPF2
10089,RPGR
10090,RPGRIP1
10091,RPGRIP1L
10092,RPH3A
10093,RPH3AL
10094,RPIA
10095,RPL10
10096,RPL10L
10097,RPL11
10098,RPL13
10099,RPL13A
10100,RPL14
10101,RPL15
10102,RPL18
10103,RPL19
10104,RPL22
10105,RPL22L1
10106,RPL23
10107,RPL24
10108,RPL27
10109,RPL27A
10110,RPL28
10111,RPL3
10112,RPL30
10113,RPL31
10114,RPL32
10115,RPL34
10116,RPL35
10117,RPL35A
10118,RPL36
10119,RPL36AL
10120,RPL37
10121,RPL37A
10122,RPL38
10123,RPL39L
10124,RPL3L
10125,RPL4
10126,RPL41
10127,RPL5
10128,RPL7L1
10129,RPL8
10130,RPL9
10131,RPLP2
10132,RPN1
10133,RPN2
10134,RPP25
10135,RPP30
10136,RPP40
10137,RPRD1A
10138,RPRD1B
10139,RPRD2
10140,RPRML
10141,RPS11
10142,RPS12
10143,RPS14
10144,RPS15A
10145,RPS16
10146,RPS18
10147,RPS19
10148,RPS19BP1
10149,RPS20
10150,RPS23
10151,RPS24
10152,RPS25
10153,RPS26
10154,RPS27L
10155,RPS28
10156,RPS29
10157,RPS3A
10158,RPS4X
10159,RPS4Y1
10160,RPS5
10161,RPS6
10162,RPS6KA1
10163,RPS6KA2
10164,RPS6KA3
10165,RPS6KA4
10166,RPS6KA5
10167,RPS6KA6
10168,RPS6KB1
10169,RPS6KB2
10170,RPS6KC1
10171,RPS6KL1
10172,RPTN
10173,RPTOR
10174,RPUSD1
10175,RPUSD2
10176,RPUSD3
10177,RPUSD4
10178,RRAD
10179,RRAGA
10180,RRAGB
10181,RRAGC
10182,RRAGD
10183,RRAS
10184,RRBP1
10185,RRH
10186,RRM1
10187,RRM2
10188,RRM2B
10189,RRN3
10190,RRNAD1
10191,RRP1
10192,RRP12
10193,RRP15
10194,RRP1B
10195,RRP36
10196,RRP8
10197,RRP9
10198,RRS1
10199,RS1
10200,RSAD1
10201,RSAD2
10202,RSBN1
10203,RSBN1L
10204,RSF1
10205,RSL1D1
10206,RSL24D1
10207,RSPH1
10208,RSPH3
10209,RSPH4A
10210,RSPH6A
10211,RSPO1
10212,RSPO2
10213,RSPO4
10214,RSPRY1
10215,RSRC1
10216,RSRC2
10217,RSU1
10218,RTBDN
10219,RTF1
10220,RTKN
10221,RTKN2
10222,RTN1
10223,RTN2
10224,RTN3
10225,RTN4
10226,RTN4IP1
10227,RTN4R
10228,RTN4RL1
10229,RTN4RL2
10230,RTP1
10231,RTP3
10232,RTP4
10233,RTTN
10234,RUFY1
10235,RUFY2
10236,RUFY3
10237,RUNDC1
10238,RUNDC3A
10239,RUNDC3B
10240,RUNX1
10241,RUNX1T1
10242,RUNX2
10243,RUNX3
10244,RUSC1
10245,RUSC2
10246,RUVBL1
10247,RUVBL2
10248,RWDD1
10249,RWDD2A
10250,RWDD2B
10251,RWDD3
10252,RXFP1
10253,RXFP2
10254,RXFP3
10255,RXRA
10256,RXRB
10257,RXRG
10258,RYBP
10259,RYK
10260,RYR1
10261,RYR2
10262,RYR3
10263,S100A1
10264,S100A10
10265,S100A11
10266,S100A12
10267,S100A13
10268,S100A14
10269,S100A16
10270,S100A2
10271,S100A4
10272,S100A5
10273,S100A6
10274,S100A7
10275,S100A7A
10276,S100A8
10277,S100A9
10278,S100B
10279,S100G
10280,S100P
10281,S100PBP
10282,S100Z
10283,S1PR1
10284,S1PR3
10285,S1PR4
10286,S1PR5
10287,SAAL1
10288,SAC3D1
10289,SACM1L
10290,SACS
10291,SAE1
10292,SAFB
10293,SAFB2
10294,SAG
10295,SAGE1
10296,SALL1
10297,SALL2
10298,SALL3
10299,SALL4
10300,SAMD1
10301,SAMD11
10302,SAMD12
10303,SAMD13
10304,SAMD15
10305,SAMD3
10306,SAMD4A
10307,SAMD4B
10308,SAMD5
10309,SAMD8
10310,SAMD9
10311,SAMD9L
10312,SAMHD1
10313,SAMM50
10314,SAMSN1
10315,SAP130
10316,SAP18
10317,SAP30
10318,SAP30BP
10319,SAP30L
10320,SAPCD2
10321,SAR1A
10322,SAR1B
10323,SARDH
10324,SARNP
10325,SARS2
10326,SART1
10327,SART3
10328,SASH1
10329,SASH3
10330,SASS6
10331,SAT1
10332,SAT2
10333,SATB2
10334,SAV1
10335,SAYSD1
10336,SBF1
10337,SBF2
10338,SBK1
10339,SBNO1
10340,SBNO2
10341,SBSN
10342,SCAF1
10343,SCAF11
10344,SCAF4
10345,SCAF8
10346,SCAI
10347,SCAMP2
10348,SCAMP3
10349,SCAMP5
10350,SCAND1
10351,SCAP
10352,SCAPER
10353,SCARA3
10354,SCARA5
10355,SCARB1
10356,SCARB2
10357,SCARF1
10358,SCARF2
10359,SCCPDH
10360,SCD
10361,SCD5
10362,SCEL
10363,SCFD1
10364,SCFD2
10365,SCG2
10366,SCG3
10367,SCG5
10368,SCGB1A1
10369,SCGB1D1
10370,SCGB1D2
10371,SCGB2A1
10372,SCGB2A2
10373,SCGB2B2
10374,SCGB3A1
10375,SCGB3A2
10376,SCGN
10377,SCIN
10378,SCLT1
10379,SCMH1
10380,SCML1
10381,SCML2
10382,SCML4
10383,SCN10A
10384,SCN11A
10385,SCN1A
10386,SCN1B
10387,SCN2A
10388,SCN2B
10389,SCN3A
10390,SCN3B
10391,SCN4A
10392,SCN4B
10393,SCN5A
10394,SCN7A
10395,SCN8A
10396,SCN9A
10397,SCNM1
10398,SCNN1A
10399,SCNN1B
10400,SCNN1D
10401,SCNN1G
10402,SCO1
10403,SCO2
10404,SCOC
10405,SCP2
10406,SCPEP1
10407,SCRG1
10408,SCRIB
10409,SCRN1
10410,SCRN2
10411,SCRN3
10412,SCT
10413,SCTR
10414,SCUBE1
10415,SCUBE3
10416,SCYL1
10417,SCYL2
10418,SCYL3
10419,SDAD1
10420,SDC1
10421,SDC2
10422,SDC3
10423,SDC4
10424,SDCBP
10425,SDCBP2
10426,SDCCAG8
10427,SDF2
10428,SDF2L1
10429,SDF4
10430,SDHA
10431,SDHAF1
10432,SDHB
10433,SDHC
10434,SDK1
10435,SDK2
10436,SDR16C5
10437,SDR39U1
10438,SDR42E1
10439,SDR9C7
10440,SDS
10441,SDSL
10442,SEC11A
10443,SEC11C
10444,SEC13
10445,SEC14L1
10446,SEC14L3
10447,SEC14L4
10448,SEC14L5
10449,SEC16A
10450,SEC22A
10451,SEC22C
10452,SEC23A
10453,SEC23B
10454,SEC23IP
10455,SEC24A
10456,SEC24B
10457,SEC24C
10458,SEC24D
10459,SEC31A
10460,SEC31B
10461,SEC61A1
10462,SEC61A2
10463,SEC61B
10464,SEC61G
10465,SEC62
10466,SEC63
10467,SECISBP2
10468,SECISBP2L
10469,SECTM1
10470,SEH1L
10471,SEL1L
10472,SEL1L2
10473,SEL1L3
10474,SELE
10475,SELENBP1
10476,SELL
10477,SELP
10478,SELPLG
10479,SEMA3A
10480,SEMA3C
10481,SEMA3D
10482,SEMA3E
10483,SEMA3F
10484,SEMA3G
10485,SEMA4A
10486,SEMA4B
10487,SEMA4C
10488,SEMA4D
10489,SEMA4F
10490,SEMA4G
10491,SEMA5A
10492,SEMA5B
10493,SEMA6A
10494,SEMA6B
10495,SEMA6C
10496,SEMA6D
10497,SEMA7A
10498,SEMG1
10499,SEMG2
10500,SENP1
10501,SENP2
10502,SENP5
10503,SENP6
10504,SENP7
10505,SENP8
10506,SEPHS1
10507,SEPHS2
10508,SEPSECS
10509,SERAC1
10510,SERBP1
10511,SERF2
10512,SERGEF
10513,SERINC1
10514,SERINC2
10515,SERINC3
10516,SERINC5
10517,SERP1
10518,SERP2
10519,SERPINA1
10520,SERPINA10
10521,SERPINA12
10522,SERPINA3
10523,SERPINA5
10524,SERPINA6
10525,SERPINA7
10526,SERPINA9
10527,SERPINB1
10528,SERPINB10
10529,SERPINB12
10530,SERPINB13
10531,SERPINB3
10532,SERPINB4
10533,SERPINB5
10534,SERPINB6
10535,SERPINB7
10536,SERPINB8
10537,SERPINB9
10538,SERPINC1
10539,SERPIND1
10540,SERPINE1
10541,SERPINE2
10542,SERPINF1
10543,SERPINF2
10544,SERPING1
10545,SERPINH1
10546,SERPINI1
10547,SERPINI2
10548,SERTAD1
10549,SERTAD2
10550,SERTAD3
10551,SERTAD4
10552,SERTM1
10553,SESN1
10554,SESN2
10555,SESN3
10556,SESTD1
10557,SET
10558,SETBP1
10559,SETD1A
10560,SETD1B
10561,SETD2
10562,SETD3
10563,SETD4
10564,SETD5
10565,SETD6
10566,SETD7
10567,SETD9
10568,SETDB1
10569,SETDB2
10570,SETMAR
10571,SETX
10572,SEZ6
10573,SEZ6L
10574,SEZ6L2
10575,SF1
10576,SF3A1
10577,SF3A2
10578,SF3A3
10579,SF3B1
10580,SF3B2
10581,SF3B3
10582,SF3B4
10583,SF3B5
10584,SFI1
10585,SFMBT1
10586,SFMBT2
10587,SFN
10588,SFPQ
10589,SFR1
10590,SFRP1
10591,SFRP2
10592,SFRP4
10593,SFRP5
10594,SFSWAP
10595,SFT2D1
10596,SFT2D2
10597,SFT2D3
10598,SFTPA2
10599,SFTPB
10600,SFTPC
10601,SFTPD
10602,SFXN1
10603,SFXN2
10604,SFXN3
10605,SFXN4
10606,SFXN5
10607,SGCA
10608,SGCB
10609,SGCD
10610,SGCG
10611,SGCZ
10612,SGIP1
10613,SGK1
10614,SGK2
10615,SGK3
10616,SGMS1
10617,SGMS2
10618,SGPL1
10619,SGPP1
10620,SGPP2
10621,SGSH
10622,SGSM1
10623,SGSM2
10624,SGSM3
10625,SGTA
10626,SGTB
10627,SH2B1
10628,SH2B3
10629,SH2D1B
10630,SH2D2A
10631,SH2D3A
10632,SH2D3C
10633,SH2D4A
10634,SH2D4B
10635,SH2D5
10636,SH2D6
10637,SH3BGR
10638,SH3BGRL
10639,SH3BGRL2
10640,SH3BGRL3
10641,SH3BP1
10642,SH3BP2
10643,SH3BP4
10644,SH3BP5
10645,SH3BP5L
10646,SH3D19
10647,SH3D21
10648,SH3GL1
10649,SH3GL2
10650,SH3GL3
10651,SH3GLB2
10652,SH3KBP1
10653,SH3PXD2A
10654,SH3PXD2B
10655,SH3RF1
10656,SH3RF2
10657,SH3RF3
10658,SH3TC1
10659,SH3TC2
10660,SH3YL1
10661,SHANK2
10662,SHANK3
10663,SHARPIN
10664,SHBG
10665,SHC1
10666,SHC2
10667,SHC3
10668,SHC4
10669,SHCBP1
10670,SHCBP1L
10671,SHD
10672,SHE
10673,SHF
10674,SHH
10675,SHISA2
10676,SHISA3
10677,SHISA4
10678,SHISA5
10679,SHISA7
10680,SHISA9
10681,SHKBP1
10682,SHMT1
10683,SHMT2
10684,SHOC2
10685,SHOX
10686,SHOX2
10687,SHPRH
10688,SHQ1
10689,SHROOM1
10690,SHROOM2
10691,SHROOM3
10692,SHROOM4
10693,SI
10694,SIAE
10695,SIAH1
10696,SIAH2
10697,SIAH3
10698,SIDT1
10699,SIDT2
10700,SIGIRR
10701,SIGLEC1
10702,SIGLEC10
10703,SIGLEC11
10704,SIGLEC15
10705,SIGLEC5
10706,SIGLEC6
10707,SIGLEC7
10708,SIGLEC8
10709,SIGLEC9
10710,SIGMAR1
10711,SIK1
10712,SIK2
10713,SIK3
10714,SIKE1
10715,SIL1
10716,SIM1
10717,SIM2
10718,SIN3A
10719,SIN3B
10720,SIPA1
10721,SIPA1L1
10722,SIPA1L2
10723,SIPA1L3
10724,SIRPA
10725,SIRPB2
10726,SIRPG
10727,SIRT1
10728,SIRT2
10729,SIRT3
10730,SIRT4
10731,SIRT5
10732,SIRT6
10733,SIRT7
10734,SIT1
10735,SIVA1
10736,SIX1
10737,SIX2
10738,SIX3
10739,SIX4
10740,SIX5
10741,SIX6
10742,SKA1
10743,SKA2
10744,SKA3
10745,SKAP1
10746,SKAP2
10747,SKI
10748,SKIL
10749,SKIV2L
10750,SKP1
10751,SKP2
10752,SLA
10753,SLA2
10754,SLAIN1
10755,SLAIN2
10756,SLAMF1
10757,SLAMF6
10758,SLAMF7
10759,SLAMF8
10760,SLAMF9
10761,SLBP
10762,SLC10A1
10763,SLC10A2
10764,SLC10A3
10765,SLC10A4
10766,SLC10A7
10767,SLC11A1
10768,SLC11A2
10769,SLC12A1
10770,SLC12A2
10771,SLC12A3
10772,SLC12A4
10773,SLC12A5
10774,SLC12A6
10775,SLC12A7
10776,SLC12A8
10777,SLC12A9
10778,SLC13A1
10779,SLC13A3
10780,SLC13A4
10781,SLC13A5
10782,SLC14A1
10783,SLC14A2
10784,SLC15A1
10785,SLC15A2
10786,SLC15A3
10787,SLC15A4
10788,SLC16A1
10789,SLC16A10
10790,SLC16A11
10791,SLC16A14
10792,SLC16A2
10793,SLC16A3
10794,SLC16A4
10795,SLC16A5
10796,SLC16A6
10797,SLC16A7
10798,SLC16A8
10799,SLC16A9
10800,SLC17A1
10801,SLC17A2
10802,SLC17A3
10803,SLC17A4
10804,SLC17A5
10805,SLC17A6
10806,SLC17A7
10807,SLC17A8
10808,SLC17A9
10809,SLC18A1
10810,SLC18A2
10811,SLC19A1
10812,SLC19A2
10813,SLC19A3
10814,SLC1A1
10815,SLC1A2
10816,SLC1A3
10817,SLC1A4
10818,SLC1A5
10819,SLC1A6
10820,SLC1A7
10821,SLC20A1
10822,SLC20A2
10823,SLC22A1
10824,SLC22A11
10825,SLC22A12
10826,SLC22A13
10827,SLC22A14
10828,SLC22A15
10829,SLC22A16
10830,SLC22A17
10831,SLC22A18
10832,SLC22A18AS
10833,SLC22A2
10834,SLC22A23
10835,SLC22A24
10836,SLC22A25
10837,SLC22A3
10838,SLC22A4
10839,SLC22A5
10840,SLC22A6
10841,SLC22A7
10842,SLC22A8
10843,SLC22A9
10844,SLC23A1
10845,SLC23A2
10846,SLC23A3
10847,SLC24A1
10848,SLC24A2
10849,SLC24A3
10850,SLC24A4
10851,SLC25A1
10852,SLC25A10
10853,SLC25A11
10854,SLC25A12
10855,SLC25A13
10856,SLC25A14
10857,SLC25A15
10858,SLC25A16
10859,SLC25A17
10860,SLC25A18
10861,SLC25A19
10862,SLC25A2
10863,SLC25A20
10864,SLC25A21
10865,SLC25A22
10866,SLC25A23
10867,SLC25A24
10868,SLC25A25
10869,SLC25A26
10870,SLC25A27
10871,SLC25A28
10872,SLC25A29
10873,SLC25A3
10874,SLC25A30
10875,SLC25A31
10876,SLC25A32
10877,SLC25A34
10878,SLC25A35
10879,SLC25A36
10880,SLC25A37
10881,SLC25A38
10882,SLC25A39
10883,SLC25A4
10884,SLC25A40
10885,SLC25A41
10886,SLC25A42
10887,SLC25A43
10888,SLC25A44
10889,SLC25A45
10890,SLC25A46
10891,SLC25A47
10892,SLC25A48
10893,SLC25A5
10894,SLC25A6
10895,SLC26A1
10896,SLC26A11
10897,SLC26A2
10898,SLC26A3
10899,SLC26A4
10900,SLC26A6
10901,SLC26A7
10902,SLC26A8
10903,SLC26A9
10904,SLC27A1
10905,SLC27A2
10906,SLC27A3
10907,SLC27A4
10908,SLC27A5
10909,SLC27A6
10910,SLC28A1
10911,SLC28A2
10912,SLC28A3
10913,SLC29A1
10914,SLC29A2
10915,SLC29A3
10916,SLC29A4
10917,SLC2A1
10918,SLC2A10
10919,SLC2A12
10920,SLC2A13
10921,SLC2A2
10922,SLC2A4
10923,SLC2A4RG
10924,SLC2A5
10925,SLC2A6
10926,SLC2A8
10927,SLC2A9
10928,SLC30A1
10929,SLC30A10
10930,SLC30A3
10931,SLC30A4
10932,SLC30A5
10933,SLC30A7
10934,SLC30A8
10935,SLC30A9
10936,SLC31A1
10937,SLC31A2
10938,SLC32A1
10939,SLC33A1
10940,SLC34A1
10941,SLC34A2
10942,SLC34A3
10943,SLC35A1
10944,SLC35A2
10945,SLC35A3
10946,SLC35A4
10947,SLC35A5
10948,SLC35B1
10949,SLC35B2
10950,SLC35B3
10951,SLC35B4
10952,SLC35C1
10953,SLC35C2
10954,SLC35D1
10955,SLC35D2
10956,SLC35D3
10957,SLC35E3
10958,SLC35F1
10959,SLC35F2
10960,SLC35F3
10961,SLC35F4
10962,SLC35F5
10963,SLC35G1
10964,SLC35G3
10965,SLC36A1
10966,SLC36A4
10967,SLC37A3
10968,SLC38A1
10969,SLC38A10
10970,SLC38A11
10971,SLC38A2
10972,SLC38A4
10973,SLC38A5
10974,SLC38A6
10975,SLC38A7
10976,SLC38A9
10977,SLC39A1
10978,SLC39A10
10979,SLC39A11
10980,SLC39A12
10981,SLC39A13
10982,SLC39A14
10983,SLC39A2
10984,SLC39A3
10985,SLC39A4
10986,SLC39A5
10987,SLC39A6
10988,SLC39A8
10989,SLC39A9
10990,SLC3A1
10991,SLC3A2
10992,SLC40A1
10993,SLC41A1
10994,SLC41A2
10995,SLC41A3
10996,SLC43A1
10997,SLC43A2
10998,SLC44A1
10999,SLC44A2
11000,SLC44A3
11001,SLC44A4
11002,SLC44A5
11003,SLC45A1
11004,SLC45A2
11005,SLC45A3
11006,SLC45A4
11007,SLC46A1
11008,SLC46A2
11009,SLC46A3
11010,SLC47A1
11011,SLC47A2
11012,SLC48A1
11013,SLC4A1
11014,SLC4A10
11015,SLC4A11
11016,SLC4A1AP
11017,SLC4A2
11018,SLC4A3
11019,SLC4A4
11020,SLC4A7
11021,SLC4A8
11022,SLC4A9
11023,SLC50A1
11024,SLC52A1
11025,SLC52A2
11026,SLC52A3
11027,SLC5A1
11028,SLC5A10
11029,SLC5A11
11030,SLC5A12
11031,SLC5A2
11032,SLC5A4
11033,SLC5A5
11034,SLC5A6
11035,SLC5A7
11036,SLC5A8
11037,SLC5A9
11038,SLC6A1
11039,SLC6A11
11040,SLC6A12
11041,SLC6A13
11042,SLC6A15
11043,SLC6A16
11044,SLC6A17
11045,SLC6A18
11046,SLC6A19
11047,SLC6A2
11048,SLC6A20
11049,SLC6A3
11050,SLC6A4
11051,SLC6A5
11052,SLC6A6
11053,SLC6A7
11054,SLC6A8
11055,SLC6A9
11056,SLC7A1
11057,SLC7A10
11058,SLC7A11
11059,SLC7A13
11060,SLC7A14
11061,SLC7A2
11062,SLC7A3
11063,SLC7A4
11064,SLC7A5
11065,SLC7A6
11066,SLC7A6OS
11067,SLC7A7
11068,SLC7A8
11069,SLC7A9
11070,SLC8A1
11071,SLC8A2
11072,SLC8A3
11073,SLC9A1
11074,SLC9A2
11075,SLC9A3
11076,SLC9A3R1
11077,SLC9A3R2
11078,SLC9A5
11079,SLC9A6
11080,SLC9A7
11081,SLC9A8
11082,SLC9A9
11083,SLC9B1
11084,SLC9B2
11085,SLCO1A2
11086,SLCO1B1
11087,SLCO1C1
11088,SLCO2A1
11089,SLCO2B1
11090,SLCO3A1
11091,SLCO4A1
11092,SLCO4C1
11093,SLCO5A1
11094,SLCO6A1
11095,SLFN11
11096,SLFN12
11097,SLFN13
11098,SLFN5
11099,SLFNL1
11100,SLIRP
11101,SLIT2
11102,SLIT3
11103,SLITRK1
11104,SLITRK2
11105,SLITRK3
11106,SLITRK4
11107,SLITRK5
11108,SLITRK6
11109,SLK
11110,SLMAP
11111,SLN
11112,SLPI
11113,SLTM
11114,SLU7
11115,SLURP1
11116,SLX4
11117,SMAD1
11118,SMAD2
11119,SMAD3
11120,SMAD4
11121,SMAD5
11122,SMAD6
11123,SMAD7
11124,SMAD9
11125,SMAGP
11126,SMAP1
11127,SMAP2
11128,SMARCA1
11129,SMARCA2
11130,SMARCA4
11131,SMARCA5
11132,SMARCAD1
11133,SMARCAL1
11134,SMARCB1
11135,SMARCC1
11136,SMARCD1
11137,SMARCD2
11138,SMARCD3
11139,SMARCE1
11140,SMC1A
11141,SMC1B
11142,SMC2
11143,SMC3
11144,SMC4
11145,SMC5
11146,SMC6
11147,SMCHD1
11148,SMCP
11149,SMCR8
11150,SMG1
11151,SMG5
11152,SMG6
11153,SMG9
11154,SMNDC1
11155,SMO
11156,SMOC1
11157,SMOC2
11158,SMOX
11159,SMPD1
11160,SMPD2
11161,SMPD3
11162,SMPDL3A
11163,SMPDL3B
11164,SMPX
11165,SMS
11166,SMTNL2
